objectId,ra_deg,dec_deg,gmag,rmag,jd_first,jd_latest,sherlock_class,redshift_z,photo_z,photo_z_err,distance_modulus,separation_kpc,class_reliability,fetched_utc
ZTF18aajqxcf,225.1281222,52.94373975,,19.7126,2458307.7050231,2458337.6992245,SN,0.07,0.06,0.02,338.06,23.84,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajqxio,226.56191585,53.187386450000005,20.2867,19.1135,2458548.0070023,2458575.8450463,SN,0.14,0.17,0.01,682.28,26.54,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajqyiu,203.95102975,66.3022005,20.0529,,2459336.7648727,2459697.760463,SN,0.01,,,44.29,18.18,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajrduw,246.62793789000003,31.50940584,,19.3205,2461050.0301736,2461077.0053588,SN,0.083,0.084,0.019,377.679,7.585,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajrmer,252.99329985000003,64.101247625,20.3679,19.6822,2458662.7449074,2458690.7058796,SN,0.02,,,83.0,28.61,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajtatc,245.75903515,25.790453550000002,,20.0187,2458346.6825463,2458365.6333912,SN,0.1,,,452.79,48.7,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajthxw,252.944918478776,45.188312033609996,20.4865,19.8915,2458272.75,2459761.8545602,SN,0.06,0.07,0.01,278.01,35.73,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajtkeq,253.11273140833336,63.1495282125,19.0681,18.25,2460818.8263194,2460847.744838,SN,0.01,0.0,0.0,44.777,42.412,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajtkgo,261.6568164,59.978876150000005,20.1922,,2459044.822581,2459055.8039583,SN,0.03,,,122.49,35.4,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajtlbf,261.9676531428571,60.095500385714274,17.3487,19.0254,2461050.0498843,2461077.0321412,SN,0.028,0.032,0.008,122.444,4.757,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajtllg,252.6023963,55.8761368,,17.9019,2459957.0171528,2459957.0171528,SN,0.01,0.0,0.0,30.38,18.47,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajuaea,239.3272284,30.0850273,,18.511,2460489.8262963,2460489.8262963,SN,0.006,0.0,0.0,24.476,26.001,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajuqgv,241.848602965039,41.6743240812255,,19.0025,2458269.75,2458284.7853009,SN,0.02,,,78.74,45.93,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajusyi,261.74082280000005,58.830422,19.9384,,2458313.7464815,2458322.724375,SN,0.03,0.05,0.02,113.87,12.48,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajvtau,246.5007792,23.7411906,,20.2226,2460516.7196644,2460516.7196644,SN,0.063,0.0,0.0,280.884,33.062,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajwkhi,120.55501545,15.4365591,19.4781,,2459312.7130093,2459319.673588,SN,0.02,0.0,0.0,68.52,29.06,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajwprj,132.9980549,13.9680893,19.542,,2461052.8424306,2461052.8424306,SN,0.11,0.0,0.0,509.273,37.532,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajxnkd,125.39208454999999,8.411726,19.401,,2458598.6914583,2459640.692662,SN,0.05,,,231.41,49.17,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajxqas,139.2147094,11.4413828,19.899,,2460757.6908218,2460757.6908218,SN,0.017,0.0,0.0,72.126,22.989,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajxrdq,134.0858087,13.1924375,,19.0074,2460961.9788773,2460961.9788773,SN,0.014,0.023,0.007,59.775,14.706,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajxvqm,119.5963517904762,25.75428055714286,,19.6096,2461093.7162847,2461123.6702199,SN,0.077,0.072,0.014,348.687,5.568,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajyubs,216.7435507424805,45.0396801053225,20.589,20.4468,2458272.75,2458279.7618056,SN,0.01,,,37.32,15.48,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajzata,196.3500441333333,56.32415054848485,18.7628,19.4414,2461049.9277315,2461076.9514699,SN,0.008,0.016,0.007,36.235,1.441,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajzqhx,229.8470093,30.634084890909094,19.9479,20.1112,2461053.0198495,2461066.0337616,SN,0.113,0.052,0.02,523.826,3.102,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakadls,137.9846148,35.48189033333333,17.6246,,2460327.9715741,2460354.7868866,SN,0.006,0.0,0.0,26.974,33.748,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakagxj,113.38651949999999,41.90448,19.205,,2460021.6993634,2460036.8099074,SN,0.02,0.0,0.0,85.67,35.09,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakaljn,145.2943113,24.0225373,20.4545,,2461113.7053009,2461113.7053009,SN,0.07,0.062,0.013,315.787,3.88,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakannq,141.73108035,8.9147331,20.7256,,2458828.0468866,2458849.9634491,SN,0.62,0.55,0.11,3663.24,33.47,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakanrw,146.4978859,8.9027312,19.3478,,2461050.8813194,2461050.8813194,SN,0.017,0.0,0.0,75.853,48.136,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakaudz,156.86345488,10.9026766,20.7496,,2460707.8235532,2460708.868912,SN,0.033,0.0,0.0,143.567,35.56,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakbbtp,158.09848549999998,46.5262374,18.4121,,2460772.9194676,2460774.8628819,SN,0.017,0.0,0.0,74.134,32.729,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakbilz,146.18183436249998,27.282419250000004,18.7112,,2460956.0074421,2460984.9836227,SN,0.033,0.0,0.0,146.437,46.612,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakblke,171.7917555,13.2316069,,19.414,2461112.7678704,2461112.7678704,SN,0.525,0.0,0.0,3005.1,41.791,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakbqsa,169.2250133487305,41.058365453247,19.5491,18.6711,2458266.75,2458286.7195833,SN,0.07,,,324.44,25.85,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakcfjf,164.05681142499998,18.210208899999998,,20.1202,2461029.0021181,2461058.8521875,SN,0.113,0.124,0.007,526.32,43.895,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakcgql,174.3097458,17.8397442,,16.4571,2460593.0390741,2460594.0369792,SN,0.012,0.001,0.007,50.058,0.45,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakcsoo,197.3788537,12.317609,21.145,,2460410.7665509,2460410.7665509,SN,0.063,0.053,0.013,283.349,6.785,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakcvmb,196.86406623333332,25.5361381,20.5617,,2460409.7204282,2460411.8471759,SN,0.121,0.118,0.024,564.918,7.4,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakditp,176.2995785,58.50266634285715,,19.1631,2459893.9689005,2459913.9013889,SN,0.07,0.07,0.01,306.64,35.49,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakdvju,200.3959798,32.918196599999995,20.3794,19.0162,2458556.9217708,2458575.7991782,SN,0.04,0.04,0.01,168.62,31.07,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakecej,203.77331192999998,53.87519541,20.1479,19.9687,2461031.0176968,2461060.9953241,SN,0.066,0.048,0.01,298.995,14.814,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakefvt,208.15473843333334,53.370184599999995,20.2564,,2460438.8228125,2460439.8226505,SN,0.063,0.073,0.012,283.549,25.759,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakepih,185.57827767142857,9.031301085714286,20.5652,,2461094.933831,2461120.8610995,SN,0.019,0.0,0.0,84.03,9.277,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakeyfr,174.8429321,56.2700291,,17.6458,2459957.9703819,2459957.9703819,SN,0.01,0.01,0.01,34.37,0.42,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakeytl,182.6396167,68.705148175,17.4672,17.4945,2460730.8402778,2460760.8190046,SN,0.008,0.0,0.0,34.99,27.548,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakffpj,213.8461077,44.5086304,,19.6055,2458538.9926505,2458560.8827662,SN,0.14,0.14,0.01,649.31,28.81,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakfneh,208.0577981,72.73181324999999,18.9262,,2460733.8076968,2460735.9093634,SN,0.037,0.0,0.0,161.191,1.248,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakgiak,233.0556442,59.529088200000004,,19.4853,2458308.7417014,2458560.8901736,SN,0.07,,,300.68,38.78,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakglgw,222.6996864666667,54.40785910833333,19.2898,17.5193,2461030.9904861,2461058.929537,SN,0.038,0.022,0.008,165.612,12.021,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakgymu,245.5195672,41.5763068,,20.0617,2460524.7170486,2460524.7170486,SN,0.001,0.0,0.0,6.367,3.616,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakhzap,231.82474335,38.172271125,19.5471,18.6757,2459967.9325926,2459971.9317593,SN,0.03,0.04,0.01,144.12,1.14,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakidlb,242.93517166666666,29.748117066666666,19.8297,19.0229,2459460.6857639,2459486.6568171,SN,0.05,0.07,0.01,226.03,11.26,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakidoc,242.9359133,29.7480615,,18.891,2460699.0087616,2460699.0087616,SN,0.051,0.07,0.01,226.035,9.335,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakieym,232.4333421,42.7774567,19.2225,,2460743.9564005,2460743.9564005,SN,0.019,0.007,0.008,83.811,0.729,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakjmfv,244.3737031,38.9118016,20.3513,,2460787.9086227,2460787.9086227,SN,0.031,0.039,0.013,136.572,1.126,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakjqvr,239.03161323333333,51.2525537,19.8532,19.4766,2459702.8053935,2459730.7833681,SN,0.07,0.06,0.01,318.83,1.85,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakktrg,184.9927613,25.7718766,,16.1464,2460603.0232639,2460603.0232639,SN,0.023,0.011,0.008,98.157,0.878,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaklebc,177.72221345,24.855652650000003,21.6904,,2460410.7636343,2460411.8323958,SN,0.012,0.0,0.0,53.143,45.044,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaklrxu,173.4244685,23.4124875,,18.7121,2459987.8685532,2459987.8685532,SN,0.02,0.02,0.01,104.02,1.02,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaklvta,188.4359863,15.2318545,,17.8783,2461113.8219792,2461113.8219792,SN,0.001,0.0,0.0,3.926,19.049,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakmitx,184.0561049,19.457401,18.0932,,2460263.996088,2460263.996088,SN,0.04,0.05,0.01,195.55,1.34,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakncht,167.3820582,41.5648264,,19.0691,2459873.9690509,2459873.9690509,SN,0.08,0.08,0.01,356.5,12.64,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakowwg,177.0317221,63.48428264,20.2553,19.3132,2460029.8850926,2460056.8252894,SN,0.05,0.0,0.0,205.9,47.19,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakoylt,179.54978024000002,49.32048872,20.2921,,2461029.9869792,2461058.9023032,SN,0.088,0.07,0.021,399.882,7.266,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakoyqj,188.2842206,21.0988428,,20.0669,2461084.0099074,2461084.0099074,SN,0.094,0.074,0.013,429.851,2.781,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakparq,173.9790801392857,64.27884308214287,19.7701,19.3017,2461050.8783218,2461076.9990046,SN,0.097,0.103,0.018,444.293,7.475,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakpbcn,174.7250688,55.0572102,,19.1682,2460352.8694792,2460352.8694792,SN,0.057,0.043,0.01,256.353,2.082,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakpgsc,180.6685942,54.1213039,,19.7896,2461060.968206,2461060.968206,SN,0.065,0.0,0.0,290.685,49.278,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakposi,195.25083411536465,59.78268436751299,20.1898,,2458272.75,2458432.986875,SN,0.03,,,118.6,32.87,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakpunn,200.9163764,59.204073300000005,20.3978,18.9718,2458900.8883912,2458914.9141435,SN,0.08,0.12,0.04,341.61,15.08,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakqayp,209.69592135,22.7868018,,20.3508,2458276.6947222,2458282.7163426,SN,0.01,,,41.44,43.19,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakrcth,197.80292559999998,46.7499423,20.2086,19.9133,2461031.0355787,2461054.9777894,SN,0.027,0.025,0.008,117.741,0.861,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakrebg,206.35628222,46.81838001999999,,20.5623,2458279.7449884,2458965.7996412,SN,0.11,0.11,0.02,503.75,6.63,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakrnuz,224.2784464,21.377262,,20.3043,2461031.0562847,2461061.0035532,SN,0.103,0.111,0.016,476.381,9.874,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakrofs,209.39714145,36.04632905,,20.8072,2459675.8475579,2459677.8750579,SN,0.18,0.17,0.01,850.78,16.23,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakrwjq,218.7562739,43.9575498,17.8925,,2460032.8191088,2460032.8191088,SN,0.01,0.0,0.0,43.8,44.31,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakrzvy,172.96700405,63.66665815,20.093,,2460434.8058218,2460437.7832755,SN,0.074,0.0,0.0,334.174,42.434,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaksnuv,213.34925875,47.43901775,20.3999,20.2644,2458279.7266782,2458279.7618056,SN,0.01,,,32.17,27.46,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaksrwg,212.5019131875,17.7499215625,,19.723,2461031.0456481,2461061.0016551,SN,0.018,0.01,0.008,78.845,3.811,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaktggm,218.134744,55.7186752,,19.4511,2460077.8031829,2460077.8031829,SN,0.04,0.04,0.01,189.07,1.17,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaktyxo,216.07141344545454,14.704791009090906,18.5726,20.0874,2461096.0053472,2461117.8945949,SN,0.008,0.0,0.0,35.345,31.777,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakuahz,227.1138622,19.1942059,,19.5971,2461025.0526505,2461055.0284722,SN,0.021,0.028,0.007,91.772,24.658,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakulfb,236.34405605,45.4857131,20.3049,,2458278.7227083,2458284.7445833,SN,0.03,,,153.69,19.06,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakuqee,232.01347623499996,53.556281510000005,19.5966,18.9496,2461050.038125,2461077.0072801,SN,0.055,0.046,0.011,245.73,1.614,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakuxzu,226.774978780371,55.83214003955101,19.8593,,2458272.75,2458282.766794,SN,0.14,,,651.74,41.1,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakvght,213.5373683,43.1978203,19.1061,,2461025.0076852,2461025.0076852,SN,0.069,0.064,0.009,312.364,1.537,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakviqr,247.4875543,23.523905149999997,20.1862,,2458708.672419,2458714.6502894,SN,0.04,,,197.66,29.39,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakwfec,239.27153125,70.6664237,20.9454,,2458658.7220833,2458665.705,SN,0.03,,,112.32,77.07,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakxjsh,220.7444428,38.29677795,20.1589,20.2468,2458276.7598148,2458282.7244213,SN,0.01,,,39.76,43.09,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakxyjh,264.0741994,59.1675404,20.5779,,2460467.8058218,2460467.8058218,SN,0.031,0.078,0.018,134.679,8.131,2,2026-03-24T12:32:39.811136+00:00
ZTF18aakzliv,260.47938706831064,29.309294589691127,,20.0343,2458266.75,2458608.9940625,SN,0.18,,,877.86,57.66,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalacfh,262.9123969,32.231616450000004,,20.1748,2459077.7617014,2459099.693669,SN,0.02,,,65.75,6.01,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalaoop,282.44425964355446,41.6876468658445,19.6652,19.428,2458273.0,2458273.0,SN,0.04,,,186.43,33.01,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalbcro,261.5849339,59.31369225,19.8135,,2458313.7464815,2458346.8271644,SN,0.03,,,119.81,39.84,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalbnsy,244.17858003333333,48.5903898,,18.4424,2459336.8454051,2459359.8916667,SN,0.05,0.0,0.0,205.35,38.83,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalbpll,247.27265100909088,39.88645242727272,,19.583,2461050.0296991,2461077.0062963,SN,0.025,0.083,0.032,108.831,1.175,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalbwnz,236.1387238,57.34162606666666,,19.0612,2458837.0153819,2458857.0689236,SN,0.01,,,56.57,47.1,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalfcdz,245.354232,50.6987148,18.4722,,2460854.7862037,2460854.7862037,SN,0.056,0.0,0.0,248.179,25.004,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalfdhx,238.81887367142855,48.04838324285714,,20.2568,2458954.9645023,2458981.7856944,SN,0.02,,,92.16,34.36,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalfqdc,261.8249662333333,58.652584158333326,19.4992,19.7023,2461050.0134375,2461077.0149306,SN,0.029,0.031,0.015,127.387,1.483,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalgdph,260.89338695000004,23.414532700000002,19.924,19.6443,2458278.8927662,2458287.8159375,SN,0.01,,,21.5,10.99,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalgyhx,254.5911781,64.6636985,21.5094,,2460467.7901968,2460467.7901968,SN,0.016,0.0,0.0,69.412,49.932,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalgymj,279.6980241333333,37.03072029999999,,20.0118,2459466.6599306,2459491.675625,SN,0.02,0.0,0.0,90.82,39.51,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalhbxi,261.06023675,59.0505978,20.0442,,2458322.724375,2458331.7790625,SN,0.01,,,46.47,45.3,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalhobi,256.4810734,35.1209924,19.1517,,2460867.6989352,2460867.6989352,SN,0.16,0.155,0.009,767.616,43.927,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalkkra,111.83568645,30.76367135,19.6722,,2458879.6720486,2459118.9890509,SN,0.11,0.1,0.03,515.68,47.09,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalknrp,120.59291915,11.62750535,,19.817,2461117.6631481,2461122.6758796,SN,0.016,0.0,0.0,67.5,11.32,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalkubw,120.33030598333335,9.186166766666668,19.6733,,2461068.7737847,2461096.6954282,SN,0.055,0.0,0.0,243.193,43.092,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalkwvp,113.0807103,39.7610408,19.8975,,2460594.0116319,2460594.0116319,SN,0.12,0.0,0.0,558.01,37.067,2,2026-03-24T12:32:39.811136+00:00
ZTF18aallhji,141.5889803,39.97521723333333,19.9306,18.6534,2458562.6523611,2458575.7575694,SN,0.01,,,52.57,44.21,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalllnj,121.90710823333332,50.8929522,18.3329,17.071,2460615.0052546,2460640.8449884,SN,0.008,0.0,0.0,34.123,20.441,2,2026-03-24T12:32:39.811136+00:00
ZTF18aallvoh,131.58210056666667,31.211567866666666,19.4948,18.8456,2458558.7340856,2458575.7030324,SN,0.05,,,211.91,18.07,2,2026-03-24T12:32:39.811136+00:00
ZTF18aallyph,135.03598019999998,32.0382702,19.9549,,2458439.9482292,2458464.9695602,SN,0.01,,,27.16,20.2,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalmmwb,136.82880615,25.02765535,19.9594,19.0267,2459500.9995949,2459526.9665972,SN,0.09,0.08,0.01,396.87,36.45,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalmpse,138.1003106,9.9693083,20.5869,,2460707.7946181,2460707.7946181,SN,0.007,0.0,0.0,31.752,6.753,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalmptr,131.34245040000002,15.3879371,19.2584,,2459877.0103009,2459902.9188194,SN,0.01,0.0,0.0,23.56,24.35,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalmyzr,137.75274335,15.99350745,19.4768,17.4436,2459486.0085417,2459504.0024653,SN,0.45,0.0,0.0,2505.39,50.0,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalnbyh,139.6248586,17.7240359,18.8653,,2459983.7021528,2459983.7021528,SN,0.01,0.0,0.0,43.37,37.29,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalncqz,136.9633949,16.6414932,21.7232,,2460708.8377662,2460708.8377662,SN,0.073,0.081,0.015,328.543,17.992,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalnikl,140.062127,8.8003612,20.087,,2459179.9828241,2459201.9864931,SN,0.03,,,123.65,17.1,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalnkoe,143.8760252,11.5644999,19.5966,,2460256.976794,2460256.976794,SN,0.02,0.0,0.0,101.3,20.28,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalntro,210.8020532353515,44.5333206594725,,20.1652,2458272.75,2458279.7618056,SN,0.13,0.12,0.02,596.8,21.23,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalnzod,213.80645703333334,46.961862700000005,,20.0252,2459393.7246875,2459408.7371296,SN,0.1,0.11,0.07,479.02,17.4,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalobbd,216.1932837908205,46.7057357617675,20.1249,,2458272.75,2458279.7266782,SN,0.12,0.11,0.03,571.96,20.44,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalobmz,209.3639175,47.0170573,17.4446,,2460145.7220139,2460145.7220139,SN,0.01,0.0,0.0,30.09,29.66,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalohma,214.77925975,46.34182285,,20.1397,2458282.7239699,2458331.6827662,SN,0.01,,,28.99,18.42,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalpdzj,155.76641465,32.54487415,,20.3947,2460050.7334375,2460056.6749421,SN,0.07,0.09,0.02,319.05,1.93,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalphfo,180.2466806,23.7664312,19.6947,,2461052.9163426,2461052.9163426,SN,0.037,0.0,0.0,161.309,20.748,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalpksz,152.68918645,33.71765135,,19.1043,2458451.0232986,2458451.0232986,SN,0.13,0.14,0.02,605.38,16.75,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalpxtk,178.9369693,43.0258501,,18.9046,2461017.0040856,2461017.0040856,SN,0.113,0.113,0.016,526.34,3.234,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalqalm,185.8836058,58.4473239,19.2796,,2460728.9263194,2460728.9263194,SN,0.016,0.03,0.011,68.036,0.683,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalqaly,185.1923721,54.4740935,,18.9069,2461016.9912963,2461016.9912963,SN,0.044,0.0,0.0,193.26,44.955,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalqmtz,192.2403448,34.868467,,19.0921,2459957.967963,2459957.967963,SN,0.02,0.02,0.01,99.07,0.53,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalqmud,192.5609708,34.8953001,,18.876,2461017.0055556,2461017.0055556,SN,0.065,0.069,0.014,289.938,3.088,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalqvrx,187.7464155,42.5282518,,17.1706,2461016.976331,2461016.976331,SN,0.039,0.032,0.009,169.894,10.499,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalrfga,200.3148324,33.6251228,,19.6883,2458276.702338,2458282.7191435,SN,0.04,0.04,,171.37,0.88,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalrfsm,187.6499192,41.6436782,17.1716,,2460983.0303935,2460983.0303935,SN,0.002,0.0,0.0,8.085,0.088,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalrhep,195.513865254785,46.665000472461,20.2278,,2458272.75,2458282.7628704,SN,0.28,,,1431.44,33.59,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalrhkj,193.14230977490251,46.333294466333,20.0363,,2458272.75,2458282.7628704,SN,0.03,,,123.83,30.16,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalroha,217.06045666666668,40.86612575,20.6509,,2460417.9268403,2460441.8486111,SN,0.082,0.085,0.008,371.797,34.057,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalrque,225.43950765,38.06566415,20.0751,,2458276.7651505,2458282.764838,SN,0.03,,,125.95,48.8,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalrtjw,217.8433947,30.90923435,20.4899,,2458278.7277894,2458284.734537,SN,0.01,,,54.17,36.72,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalrton,248.45855120000002,39.2634069,,18.8256,2461058.9968981,2461073.0489236,SN,0.032,0.024,0.008,139.937,2.925,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalrtvz,226.297258,31.31134655,20.321,,2458276.7593056,2458279.8099537,SN,0.12,0.12,0.01,550.86,22.08,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalrtzt,246.10100495,40.88163435,20.0975,19.3998,2459464.6646065,2459470.6441088,SN,0.03,0.0,0.0,132.08,26.45,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalruer,226.740078,29.6957597,,19.6065,2460688.010463,2460688.010463,SN,0.058,0.0,0.0,257.122,45.52,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalruyx,237.106152438965,30.389300317749,19.2134,,2458267.0,2458278.7269792,SN,0.03,,,140.84,49.48,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalrvbo,223.96696725,31.7437871,20.2583,,2458273.7560301,2458279.8099537,SN,0.05,0.04,0.01,237.67,18.88,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalrxwb,246.7243519,23.0212979,,20.1769,2458284.774375,2458365.6333912,SN,0.09,,,421.66,45.23,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalrxzd,255.9706664,25.08159,,21.2523,2460411.9544329,2460411.9544329,SN,0.038,0.0,0.0,168.47,26.398,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalrzgy,258.78753488,25.06799498,,20.4298,2460887.7467014,2460910.6768519,SN,0.172,0.162,0.019,829.112,45.983,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalsawq,262.928326613281,32.226228209375,20.4024,,2458272.75,2458360.6631134,SN,0.02,,,65.75,10.14,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalsbpr,256.75148175000004,22.5968534,20.4861,19.7845,2460532.6999537,2460533.7336921,SN,0.079,0.102,0.024,358.504,29.021,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalsbpt,256.22733995,23.168498999999997,,19.9702,2458287.7736574,2458365.6516898,SN,0.03,,,131.97,44.41,2,2026-03-24T12:32:39.811136+00:00
