objectId,ra_deg,dec_deg,gmag,rmag,jd_first,jd_latest,sherlock_class,redshift_z,photo_z,photo_z_err,distance_modulus,separation_kpc,class_reliability,fetched_utc
ZTF18aaitbmg,199.2040404,60.2443401,19.5861,,2460291.9525579,2460291.9525579,SN,0.007,0.0,0.0,30.15,33.676,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaiticb,200.5071602,35.6304754,18.103,,2460694.9671528,2460723.9537037,SN,0.02,0.0,0.0,87.671,24.001,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaitpca,230.23749655625,54.67522650625,19.7362,18.0714,2461049.9922222,2461075.0478241,SN,0.046,0.049,0.009,201.987,1.884,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaitpnx,219.51345064999998,63.857350600000004,20.0074,20.5164,2458881.0331481,2458904.9507639,SN,0.17,,,829.95,21.41,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaitqhu,196.8060769,58.1346026,,17.763,2460257.0252778,2460257.0252778,SN,0.03,0.03,0.01,121.21,0.98,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaitvay,216.28089054999998,36.057211949999996,18.1862,18.6723,2460404.8709375,2460408.8378819,SN,0.049,0.059,0.012,217.202,1.688,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaitzjt,196.96603825,14.5810593,19.3383,,2458670.7076042,2458677.6728588,SN,0.06,0.08,0.01,285.99,4.12,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaiuldy,207.8597652,35.4160887,,19.5615,2460753.932662,2460753.932662,SN,0.098,0.077,0.019,451.163,2.746,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaivgkq,236.4362889,44.2532438,,19.9173,2458287.7612384,2458314.679375,SN,0.03,0.03,0.01,152.14,17.21,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaivgnc,237.380829,44.6836622,,20.186,2458311.7036574,2458365.6421412,SN,0.04,,,161.52,35.12,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaiwjwn,243.99543138571428,33.72501178571428,19.3663,17.7876,2459816.696956,2459846.683831,SN,0.03,0.0,0.0,129.62,47.45,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaiwmyv,240.6146051,37.4890774,20.5894,,2460521.7067014,2460521.7067014,SN,0.069,0.0,0.0,312.883,36.753,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaiwrjw,241.4890847,49.0085441,,20.1459,2460517.7870602,2460517.7870602,SN,0.02,0.0,0.0,86.894,19.958,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaiwtoq,222.29796016666668,38.4136452,,18.8928,2461031.0539236,2461052.9880787,SN,0.015,0.028,0.006,63.372,0.242,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaiwuvm,215.87492104423848,58.6889243071775,20.1588,,2458272.75,2458344.6659491,SN,0.1,,,443.44,11.99,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaixqgf,253.3670795,23.1742095,,19.5712,2460091.8698958,2460091.8698958,SN,0.06,0.0,0.0,269.42,34.86,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaixzbm,235.9830923,32.2886722,20.3659,,2460145.7287616,2460145.7287616,SN,0.07,0.07,0.01,295.01,19.82,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaixzmp,247.32708865,30.5154122,,19.6691,2458346.6811574,2458371.6345486,SN,0.1,,,450.35,43.18,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaiybgy,234.6944675,31.78586275,20.4834,19.7249,2458278.7269792,2459711.8433565,SN,0.01,,,28.94,31.56,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaiyhyo,242.77882714999998,38.2417745,,19.9529,2458560.9233796,2458575.9319097,SN,0.01,0.03,0.01,55.24,8.05,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaiyion,247.59856838965518,40.736308141379304,18.9164,16.9397,2458969.8690394,2458999.7664236,SN,0.03,0.04,0.01,127.19,31.86,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaiykdi,245.495751530599,47.62646335963533,20.5594,,2458272.75,2458281.7656713,SN,0.02,,,82.56,43.81,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaiynto,249.4574079686525,39.2377223020995,19.68,,2458272.75,2458281.7605787,SN,0.03,,,135.82,41.44,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaiyqow,248.97520468125,40.03277759375,19.5622,17.4664,2461050.0315856,2461077.0187037,SN,0.031,0.038,0.012,135.96,4.54,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaiyzaf,218.3804745,57.7114777,19.321,,2460475.7207639,2460475.7207639,SN,0.037,0.038,0.01,165.028,1.118,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaizyac,259.4524523,31.9163476,,20.3957,2460173.6822338,2460173.6822338,SN,0.08,0.0,0.0,369.88,42.81,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajbqgh,254.74007175,38.1228505,20.4252,,2458308.7037269,2458666.7452662,SN,0.09,0.09,0.01,391.16,32.65,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajbucg,239.76200445714287,51.304232742857145,19.9393,18.7965,2460073.8196875,2460090.8484722,SN,0.01,0.03,0.01,54.08,0.39,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajcccn,258.201899,30.97432175,20.0933,,2458278.8601968,2458330.7055324,SN,0.49,,,2775.93,36.09,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajcivi,272.7413411,37.18917865,,19.3492,2460606.6430093,2460627.5891898,SN,0.005,0.0,0.0,21.656,23.245,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajcmud,253.08622450000001,36.93552685,20.3601,19.6656,2458962.9794329,2459394.7238079,SN,0.06,,,278.02,45.1,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajcsor,247.831769,42.9384262,,19.7608,2460078.9060301,2460078.9060301,SN,0.03,0.04,0.02,139.98,1.0,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajcsxh,242.2603749,43.8729165,,19.6572,2460186.7179745,2460186.7179745,SN,0.05,0.06,0.01,225.69,2.54,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajdgza,256.22749923333333,23.1684642,,20.1604,2458548.0254977,2458575.9410532,SN,0.03,,,131.97,44.09,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajdtnb,253.0946256,30.6417774,17.6076,,2460083.8493634,2460083.8493634,SN,0.1,0.09,0.02,465.27,15.09,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajelhx,127.48059545000001,38.384601599999996,19.936,,2458862.9306019,2458879.7555324,SN,0.06,,,251.7,40.0,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajeuyi,151.6791837333333,11.178308166666667,,18.4188,2458891.8082986,2458912.7268634,SN,0.01,,,44.99,48.78,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajexlc,159.3753088,12.1102882,18.8289,,2460289.943206,2460289.943206,SN,0.01,0.0,0.0,41.115,37.847,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajeypl,151.86948710000001,19.26920615,20.5377,,2460708.8245023,2460708.8711227,SN,0.034,0.0,0.0,151.549,37.677,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajfbqh,143.2691471,15.8430848,19.6796,,2459985.7574537,2459985.7574537,SN,0.02,0.0,0.0,86.46,34.96,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajfdkz,131.33449485,15.3880034,19.3199,,2458836.0133218,2458862.9226736,SN,0.01,,,23.56,25.24,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajfdlm,131.70491800000002,15.709337133333333,20.1543,,2461068.7951968,2461095.8218519,SN,0.324,0.0,0.0,1697.04,47.769,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajfhhh,133.6913595,19.856993,18.9809,,2460610.005081,2460628.9217708,SN,0.012,0.0,0.0,50.338,39.401,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajfngt,167.4806255,36.9462763,,19.4126,2461011.0370718,2461011.0370718,SN,0.03,0.0,0.0,132.997,0.846,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajforw,168.85397584999998,37.010604400000005,19.9889,19.554,2459676.8301042,2459676.8515046,SN,0.05,0.06,0.01,208.63,1.72,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajfpfw,175.26185745,32.4211153,20.3068,,2458276.7190856,2458286.7186574,SN,0.01,,,25.88,7.74,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajfspz,179.92795619999998,29.786389649999997,18.658,18.742,2458311.6767708,2458315.6717361,SN,0.05,0.05,0.02,226.66,2.03,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajgebt,168.3310861,29.8106304,,18.2185,2460223.0352894,2460223.0352894,SN,0.05,0.05,0.01,199.8,0.95,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajggng,177.29628830000001,29.78158775,19.7559,,2461038.9252546,2461054.9578241,SN,0.071,0.061,0.008,319.295,2.481,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajggnw,177.29186894999998,29.7877941,19.9115,19.6552,2459639.7807176,2459639.7959491,SN,0.07,0.07,0.01,318.62,1.63,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajghht,167.108441,28.9777337,,20.2385,2461022.9973032,2461022.9973032,SN,0.367,0.335,0.028,1965.69,11.307,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajgjej,167.55708905,28.335481350000002,18.3861,18.0824,2461016.9030556,2461016.9827199,SN,0.035,0.042,0.01,151.689,0.98,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajgjet,167.96557315,28.20564405,18.7781,18.4014,2461016.9030556,2461016.9827199,SN,0.031,0.039,0.013,137.364,0.845,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajgjii,167.7372889,28.1763115,,19.0904,2461016.9827199,2461016.9827199,SN,0.036,0.056,0.022,158.715,1.122,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajgjkb,167.6314288,28.511587,,19.3374,2461016.9827199,2461016.9827199,SN,0.035,0.052,0.015,153.154,1.113,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajgkjw,170.1575199,29.2013702,,19.1635,2459930.9656019,2459930.9656019,SN,0.07,0.06,0.01,331.61,1.96,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajgkkk,169.918671,29.8407301,,20.7507,2460411.7606366,2460411.7606366,SN,0.083,0.081,0.018,377.439,2.623,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajglqj,162.2497067,22.5584196,,18.6484,2460705.8586458,2460705.8586458,SN,0.048,0.042,0.008,214.169,1.619,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajgqmr,166.740346725,22.835234725,,20.104,2458985.7109838,2459014.7221528,SN,0.02,0.05,0.01,98.38,0.83,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajgqmu,166.6973294,22.9241018,,19.8905,2460411.7606366,2460411.7606366,SN,0.093,0.086,0.011,425.624,2.721,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajhcxs,153.9167286,30.1039923,18.7698,,2460044.6652894,2460044.6652894,SN,0.08,0.17,0.04,378.63,5.53,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajhlir,160.5910968,15.3591366,18.9635,,2460707.8683102,2460707.8683102,SN,0.049,0.03,0.009,218.265,1.733,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajhlnk,168.7130475,35.5018583,,18.4609,2460584.0187731,2460584.0187731,SN,0.021,0.0,0.0,93.482,0.869,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajhxco,165.6394067,36.8295278,19.8411,,2460699.9142245,2460699.9142245,SN,0.025,0.0,0.0,107.2,17.483,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajhybz,174.0705,15.4692135,,18.1946,2459899.9771644,2459899.9771644,SN,0.04,0.03,0.01,158.06,2.86,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajiekl,155.3045785,21.084924400000002,,19.2899,2460233.0191435,2460234.0202778,SN,0.04,0.03,0.01,172.71,1.44,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajierw,155.8800879,21.0401293,,19.2977,2461016.9812963,2461016.9812963,SN,0.039,0.032,0.008,172.718,1.309,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajifez,155.56517000000002,20.997219700000002,20.5804,,2458893.7496875,2458895.748125,SN,0.14,0.11,0.02,665.19,6.14,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajigto,165.5533903666667,8.4047419,18.9656,19.2032,2459005.6707176,2459011.73875,SN,0.05,0.05,0.01,223.52,2.01,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajiknr,177.84370013333333,15.776202833333334,20.1678,,2461056.9064352,2461080.9160648,SN,0.02,0.028,0.008,87.579,45.584,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajimzc,178.98752901666663,43.59228025833334,20.2565,19.1077,2460616.008287,2460641.0080208,SN,0.036,0.088,0.029,160.331,4.324,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajinek,182.6810205,15.2488312,17.7992,,2460363.8688657,2460363.8688657,SN,0.002,0.0,0.0,6.669,2.615,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajitnh,187.647279,42.9649612,,18.2796,2461016.976331,2461016.976331,SN,0.066,0.051,0.014,295.028,2.31,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajitof,187.9645364,43.2449397,,18.5636,2461016.976331,2461016.976331,SN,0.053,0.071,0.015,235.957,2.107,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajivpr,179.19540666,52.48386914000001,19.2317,18.7721,2458965.721875,2458994.7018056,SN,0.05,0.05,0.02,229.04,2.77,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjchm,187.3545625,43.6802458,19.3797,,2460728.911794,2460728.911794,SN,0.068,0.098,0.017,306.419,2.145,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjchs,186.3838139,43.6610559,19.3537,,2460728.911794,2460728.911794,SN,0.067,0.081,0.019,302.903,2.171,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjcih,186.4984953,44.2222697,,18.9919,2461016.976331,2461016.976331,SN,0.096,0.104,0.009,440.753,2.605,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjeon,192.3686451,37.2298471,19.4404,,2461006.0155556,2461006.0155556,SN,0.041,0.0,0.0,179.323,1.184,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjesz,180.6678911,50.1255772,18.9041,,2460029.8841551,2460029.8841551,SN,0.06,0.05,0.01,283.38,1.9,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjhkq,176.5942857235294,51.11876132941177,20.5243,19.6541,2459248.9269444,2459269.8637384,SN,0.08,0.12,0.02,347.74,2.85,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjjft,171.890419,36.0604156,,18.9051,2459985.8943171,2459985.8943171,SN,0.03,0.03,0.01,152.19,1.71,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjmav,168.0126391,27.6303725,,19.0597,2460962.0343519,2460962.0343519,SN,0.033,0.042,0.01,143.171,1.042,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjoet,167.74749425,28.7446462,18.2451,17.9274,2461016.9030556,2461016.9827199,SN,0.033,0.042,0.011,143.567,1.108,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjofm,167.1750676,28.9500475,18.5651,,2461016.9030556,2461016.9030556,SN,0.034,0.04,0.011,151.283,1.221,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjofw,167.8136246,28.9490917,,18.6894,2461016.9827199,2461016.9827199,SN,0.031,0.056,0.013,134.144,1.36,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjofy,167.5742092,28.5702661,18.9041,,2461016.9030556,2461016.9030556,SN,0.031,0.043,0.015,137.221,1.959,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjogo,167.9966417,28.6646985,18.9651,19.0594,2461016.9030556,2461016.9827199,SN,0.06,0.053,0.009,268.721,1.701,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjohn,167.6651111,28.7554167,,19.4864,2461016.9827199,2461016.9827199,SN,0.038,0.0,0.0,168.76,1.022,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjohx,167.2025481,28.935951099999997,19.3071,19.4554,2461016.9030556,2461016.9827199,SN,0.04,0.056,0.013,175.337,1.665,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjokq,174.181152804362,50.858660237516325,19.8577,19.6816,2458272.75,2458300.6832523,SN,0.09,0.08,0.01,387.3,36.79,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjrex,179.0873783,43.9733888,19.4994,,2460728.9568981,2460728.9568981,SN,0.075,0.068,0.008,337.039,2.635,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjrru,180.2454144,8.2563802,,16.7397,2460975.0518171,2460975.0518171,SN,0.022,0.033,0.012,96.403,0.743,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjttb,183.1329949,8.9223696,,21.1212,2460410.8234838,2460410.8234838,SN,0.073,0.0,0.0,330.281,42.725,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjupq,165.8689388,29.1480753,,14.9028,2460820.7880324,2460820.7880324,SN,0.033,0.0,0.0,143.774,17.553,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjvgu,170.13947704999998,43.01943745,18.6752,18.2253,2460728.8665509,2460728.9568981,SN,0.01,0.0,0.0,43.228,15.671,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjvjz,170.5007377,42.9066231,,18.7053,2460728.8665509,2460728.8665509,SN,0.078,0.085,0.01,351.337,2.651,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjvkj,186.8211821,16.0240759,,18.444,2460258.0396181,2460258.0396181,SN,0.01,0.03,0.01,24.65,0.3,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjvnv,170.9867718,42.9679215,19.7082,,2460728.9568981,2460728.9568981,SN,0.078,0.095,0.02,352.246,2.181,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjvsx,170.083966,43.0901315,,19.9033,2460728.8665509,2460728.8665509,SN,0.142,0.105,0.025,670.188,4.493,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajjvtv,170.9911742,42.8833793,,20.0223,2460728.8665509,2460728.8665509,SN,0.008,0.074,0.034,36.444,0.275,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajkcdn,174.02016789090908,29.698438590909095,18.8729,18.589,2459904.9313773,2459923.9788889,SN,0.07,0.07,0.02,307.08,2.3,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajkhnn,192.2056851,29.4238723,19.6957,,2460728.9374769,2460728.9374769,SN,0.023,0.055,0.022,98.564,0.974,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajkidk,173.35213745,37.089519749999994,20.0626,19.9562,2458954.7444329,2458954.781875,SN,0.14,0.13,0.03,638.69,5.52,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajkmsa,169.3235776,29.4859854,,19.5645,2459930.9656019,2459930.9656019,SN,0.05,0.05,0.02,204.04,1.1,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajlbwe,196.15110325,43.559629799999996,,19.8761,2458670.678206,2458695.7076273,SN,0.04,0.05,0.01,165.68,17.87,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajlgoa,197.3795882,58.026935,,19.139,2460133.6989815,2460133.6989815,SN,0.12,0.11,0.02,545.7,3.85,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajlisq,202.76878885,44.02386522,20.3319,19.7544,2461053.0123264,2461070.9909722,SN,0.227,0.136,0.024,1128.13,7.565,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajljdx,187.0576951,44.1190213,17.1907,,2460728.911794,2460728.911794,SN,0.001,0.0,0.0,2.957,1.883,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajlorc,189.1910022333333,51.40410616666667,19.4298,,2460412.8596181,2460416.8065625,SN,0.088,0.105,0.022,400.428,2.347,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajluem,185.406254,58.4959631,18.8626,,2460728.9263194,2460728.9263194,SN,0.033,0.029,0.007,143.819,1.412,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajlxji,182.7359811,50.6106849,,18.9521,2460846.824213,2460846.824213,SN,0.083,0.09,0.017,377.164,3.073,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajmhkb,208.4097279,36.13374505,,18.0742,2461073.0423843,2461075.0284954,SN,0.027,0.022,0.007,116.149,0.808,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajmivn,184.6112826,29.8125899,,16.5305,2460970.0481829,2460970.0481829,SN,0.013,0.022,0.007,55.924,0.721,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajmkds,184.80279485,35.499150549999996,19.4732,,2458522.9392361,2458522.9392361,SN,0.13,0.13,0.01,635.79,4.25,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajmzqp,143.9912262,48.4115913,19.5492,,2460112.7199884,2460116.6968981,SN,0.07,0.0,0.0,337.5,24.49,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajnbwn,143.3270754,46.146840749999996,19.9608,18.8223,2458575.7152315,2458575.7580208,SN,0.03,0.04,0.01,117.06,17.61,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajnkll,169.6053666,23.403794899999998,21.1742,18.9942,2458558.7069907,2458575.7736458,SN,0.02,,,95.81,48.43,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajnngs,190.0048994,15.2936208,21.3133,20.9978,2460409.6752662,2460409.7233333,SN,0.002,0.0,0.0,9.03,9.523,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajnpup,205.11264185,16.20449525,,20.0367,2458277.7472685,2458280.7074537,SN,0.08,,,341.59,33.02,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajnrlu,197.81017583333332,15.546531133333334,,19.2832,2458280.7065278,2458572.8126157,SN,0.01,,,50.07,42.91,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajnrph,187.98881418333335,27.830178516666663,,20.2226,2461031.0389236,2461060.9642824,SN,0.025,0.0,0.0,110.049,11.185,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajnxcr,213.5710551,35.4287426,21.1626,19.7579,2459262.9977778,2459266.8860764,SN,0.01,0.03,0.01,45.86,7.28,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajnyca,221.93564066084,37.052292751196504,20.0303,19.9711,2458272.75,2458282.7244213,SN,0.03,,,126.41,29.46,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajnzcq,219.7944127174805,38.2425463936525,20.3949,,2458272.75,2458282.7839468,SN,0.01,,,55.15,20.33,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajobhy,198.22009375,45.97568785,20.115,,2458276.7432523,2458282.7628704,SN,0.03,,,123.7,31.8,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajocbp,196.0789289197265,46.558603885376,20.6431,20.3556,2458272.75,2458279.6766782,SN,0.18,,,862.05,43.53,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajoilx,186.266805672168,45.9851531726075,,19.4216,2458266.75,2458282.704537,SN,0.02,,,100.06,37.49,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajojgr,186.7915226,65.98790545,20.1235,19.7709,2458273.745625,2458294.7371875,SN,0.06,,,287.73,37.01,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajopvi,212.60991896666667,37.3266093,20.4368,20.0666,2458279.7426389,2458282.7633796,SN,0.07,,,303.97,41.41,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajopvj,212.50333215,36.994616449999995,20.0661,20.0884,2458282.7210185,2458282.7633796,SN,0.16,0.13,0.03,786.92,48.54,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajoqtv,219.4667658,45.1708883,20.2404,19.8399,2458276.7646991,2458282.7239699,SN,0.01,,,43.1,22.04,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajorjb,208.4665225499025,46.281856558203,20.2161,19.6411,2458272.75,2458282.7230208,SN,0.01,,,30.92,21.96,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajowzu,196.03941515000002,38.081360849999996,,19.8551,2458279.6748264,2458282.6974884,SN,0.04,,,163.96,33.61,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajpfxs,217.30691123333335,30.836642633333337,20.353,19.9088,2458275.768125,2458287.7549074,SN,0.01,0.02,0.01,61.82,16.87,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajpgzq,216.4886822,20.0751897,,19.9668,2461059.9924537,2461059.9924537,SN,0.077,0.062,0.011,349.066,5.875,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajphcd,222.978714563086,32.74267560738934,19.998,19.958,2458272.75,2458284.6902199,SN,0.08,0.06,0.01,372.65,37.04,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajphvb,207.6483706,28.1673981,,18.5941,2461055.0404167,2461055.0404167,SN,0.024,0.025,0.008,102.782,19.437,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajpiqi,207.339515675,13.800593525000002,19.7012,,2459316.8456366,2459346.8374306,SN,0.13,0.0,0.0,593.03,44.14,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajpqxi,225.126734530078,52.9437823194825,20.0033,,2458272.75,2458279.7997801,SN,0.07,0.06,0.02,338.06,21.48,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajpqxl,224.78828525,52.2513535,20.3815,19.5836,2458282.726331,2458282.766794,SN,0.03,,,130.27,31.0,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajpsfc,222.70705291318347,45.082788378589,,20.0359,2458272.75,2458560.8883333,SN,0.04,,,157.48,48.69,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajpsip,227.14913209062502,46.9095063773195,20.2235,20.0363,2458272.75,2458276.8021181,SN,0.01,,,27.67,8.84,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajpvsi,211.5086286,14.3713462,19.9019,19.3468,2460835.7241782,2460860.8102894,SN,0.04,0.0,0.0,174.629,31.782,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajpxlo,209.5404547,30.9895505,19.8793,,2460355.9318866,2460355.9318866,SN,0.145,0.0,0.0,687.468,44.046,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajpydr,222.28111675,36.75139255,20.043,19.7756,2458275.768125,2458294.7682639,SN,0.07,,,333.88,40.1,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajpyts,208.28855994785152,37.861038017114495,20.6571,20.1796,2458272.75,2458282.7633796,SN,0.02,0.02,0.01,83.18,35.66,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajpzvh,209.77492665,39.64593165,20.5261,20.1421,2458279.7227546,2458282.7210185,SN,0.01,,,25.69,22.73,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajqkgc,235.5012450375,47.5929883375,19.932,19.3856,2461029.0045718,2461058.9521296,SN,0.077,0.084,0.016,347.263,8.517,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajqlfj,233.921889559082,47.1117060783445,20.4035,20.0892,2458272.75,2458572.9443056,SN,0.43,0.45,0.08,2363.95,27.38,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajqodk,223.967853375,31.744264625,20.2073,19.7091,2458572.8396181,2458575.9092824,SN,0.05,0.04,0.01,237.67,17.65,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajqoit,238.37432205,29.6844843,,19.8845,2458572.9540162,2458575.9351736,SN,0.03,,,146.17,21.86,2,2026-03-24T12:32:39.811136+00:00
ZTF18aajqupj,225.85590430000002,51.31706815,19.9761,19.9679,2458282.726331,2458282.766794,SN,0.01,,,61.9,27.2,2,2026-03-24T12:32:39.811136+00:00
